ID;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.;Periodo
308;Cuidado personal;Repelente crema;Off!;200 grs.;427;180;233;479;484.321;563;569;57.15200882;56;482.796;0.003;0.118;Abr25
309;Cuidado personal;Repelente spray;Off!;177 cm3;372;388;416;554;539.038;601.35;659;32.88031911;13;542.623;-0.007;0.061;Abr25
310;Cuidado personal;Repelente aerosol;Off!;170 cm3;625;245;275;375;363.656;428.31;439;49.29746886;79;366.748;-0.008;0.1356;Abr25
312;Cuidado personal;Repelente crema;Off!;90 grs.;519;160;276;368;380.057;467;494;33.02062214;27;381.418;-0.004;0.0869;Abr25
313;Cuidado personal;Repelente crema;Júpiter;80 grs.;273;85;96;208;172.201;208;208;44.32099154;73;172.123;0;0.2574;Abr25
314;Cuidado personal;Repelente aerosol;Júpiter;165 cm3;466;84.9;129;151;155.406;175;189;16.98962346;31;154.723;0.004;0.1093;Abr25
315;Cuidado personal;Repelente aerosol;Off! LD;170 cm3;618;319.2;371;459;466.134;539.49;545;49.73603508;98;461.166;0.011;0.1067;Abr25
318;Cuidado personal;Afeitadora;Gillette;2 unidades;473;220;399;565;559.108;649;713;48.82209461;23;539.675;0.036;0.0873;Abr25
319;Cuidado personal;Afeitadora;Xtreme3;1 unidad;478;49.9;49.9;113;103.088;189;189;33.20739617;28;102.86;0.002;0.3221;Abr25
320;Cuidado personal;Champú;Dove;400 ml.;542;298;382;444;444.868;504;527;20.47931751;3;441.711;0.007;0.046;Abr25
321;Cuidado personal;Champú;Pantene;400 ml.;594;229.9;229.9;484;462.539;527;576;57.23163111;47;455.489;0.015;0.1237;Abr25
322;Cuidado personal;Crema facial;Revitalift;50 ml.;60;998;998;1469;1482.983;1597;1597;84.10815403;0;1482.983;0;0.0567;Abr25
323;Cuidado personal;Crema facial;Asepxia;28 grs.;34;195;195;370;345.062;370;370;47.78820624;18.29;345.062;0;0.1385;Abr25
324;Cuidado personal;Jabón de tocador;Neutrogena;80 grs.;308;110;124;178;169.829;197.073;197.073;13.75438798;15;167.016;0.017;0.081;Abr25
326;Cuidado personal;Pañales adultos;Readysec;24 unidades;342;525;639.9;828;812.905;894;925;86.89371746;182;812.43;0.001;0.1069;Abr25
327;Cuidado personal;Pañales;Babysec;48 unidades;579;539;539;1085;1053.157;1199;1308;158.6335879;118;1036.353;0.016;0.1506;Abr25
328;Cuidado personal;Pañales;Huggies;40 unidades;401;379;589;679;681.409;851;877;68.16085541;92;675.49;0.009;0.1;Abr25
331;Cuidado personal;Colonia + Talco;Bebe & Co;120 ml.;430;229;506;681;676.106;797;797;52.83052978;26;656.154;0.03;0.0781;Abr25
332;Cuidado personal;Toallitas femeninas;Ladysoft;16 unidades;593;45;125.81;147;152.449;204;205;18.59513852;15;149.771;0.018;0.122;Abr25
333;Cuidado personal;Toallitas femeninas;Siempre Libre;8 unidades;420;86.74;88;144;142.152;186.08;190;22.70831025;25;149.151;-0.047;0.1597;Abr25
335;Cuidado personal;Talco;Xanapie;180 grs.;289;72;82.9;108;107.203;140;140;9.87722858;3;107.191;0;0.0921;Abr25
336;Cuidado personal;Talco;Xanapie;175 ml.;282;99;115;207;196.79;229;229;23.50875814;29;194.632;0.011;0.1195;Abr25
337;Cuidado personal;Talco;J&J;200 grs.;366;224;278;439;417.833;570;570;53.60039816;40;411.727;0.015;0.1283;Abr25
338;Cuidado personal;Jabón de tocador;Dove;90 grs.;677;49;58;75;75.856;93;98;7.999290183;6;74.381;0.02;0.1055;Abr25
339;Cuidado personal;Jabón de glicerina;Ann Bow;140 grs.;419;64;64;82;81.414;105;113;13.99911763;25;83.638;-0.027;0.1719;Abr25
340;Cuidado personal;Perfume;Délice;50 ml.;261;435;529;621;640.746;733;733;51.57079585;7.33;640.746;0;0.0805;Abr25
341;Cuidado personal;Perfume;Casapueblo;100 ml.;218;442;442;579;596.898;865;865;92.20209668;0;596.634;0;0.1545;Abr25
342;Cuidado personal;Tinta;Excellence;1 unidad;417;369;375;768;719.334;817;859;102.5318772;113;745.967;-0.036;0.1425;Abr25
343;Cuidado personal;Tinta;Issue;1 unidad;285;115;125;215;204.308;231;231;21.50699648;24;204.317;0;0.1053;Abr25
344;Cuidado personal;Tinta;Garnier;1 unidad;595;155;199;317;281.051;397;449;62.10472259;118;298.78;-0.059;0.221;Abr25
346;Cuidado personal;Alcohol rectificado;Droguería Paysandú;250 ml.;19;77;77;80;81.053;92;92;3.443960111;0;81.053;0;0.0425;Abr25
347;Cuidado personal;Alcohol en gel;Bioset;250 ml.;115;80;80;139;131.068;159;159;17.43104391;13;131.068;0;0.133;Abr25
348;Cuidado personal;Algodón;Zig Zag Cisne;100 grs.;558;75;92;125;135.231;202;202;40.07984502;83;134.176;0.008;0.2964;Abr25
349;Cuidado personal;Cinta adhesiva;Ready Plast;1 unidad;220;20.9;64;64;66.247;74;90;4.983580298;2.93;65.723;0.008;0.0752;Abr25
350;Cuidado personal;Curitas;Ready Plast;8 unidades;376;30;30;56;52.494;71;79;15.68397312;32;52.252;0.005;0.2988;Abr25
351;Cuidado personal;Gasa estéril;Sin Marca;40 unidades;177;63;65;90;88.994;90;90;3.378570177;0;88.994;0;0.038;Abr25
352;Cuidado personal;Protector solar SPF 20;Dermaglós;250 ml.;236;1059.232;1059.232;1311;1320.162;1415;1415;64.18598334;45;1276.993;0.034;0.0486;Abr25
353;Cuidado personal;Protector solar SPF 40;Dermaglós;250 ml.;229;630;630;1562;1575.943;1650;1650;116.1015778;86;1524.066;0.034;0.0737;Abr25
354;Cuidado personal;Protector solar SPF 30;Hawaiian Tropic;180 ml.;262;893;951.3;1055;1080.229;1296;1361;60.27342329;52;1079.005;0.001;0.0558;Abr25
355;Cuidado personal;Protector solar SPF 50;Eucerin;150 ml;38;1486;1486;2580;2326.211;2580;2580;310.373134;475;2077.053;0.12;0.1334;Abr25
356;Cuidado personal;Protector solar SPF 60;Soundown;120 ml.;467;459;569;819;836.865;1083.962;1112.592;73.84179941;70;809.447;0.034;0.0882;Abr25
357;Cuidado personal;Protector solar SPF 80;Hawaiian Tropic;240 ml.;394;846;846;1055;1069.364;1295;1333;51.08455681;51;1070.911;-0.001;0.0478;Abr25
238;Frutas y verduras;Lechuga Crespa;;1 unidad;154;20;24;48;53.044;81;84;12.52564164;10;73.076;-0.274;0.2361;Abr25
239;Frutas y verduras;Lechuga Mantecosa;;1 unidad;135;20;29;59;61.772;93;103;17.80962626;32.1;74.04;-0.166;0.2883;Abr25
244;Frutas y verduras;Papa Blanca;;1 kg.;175;45;45;109;102.23;118;119;14.98416554;10.1;102.202;0;0.1466;Abr25
245;Frutas y verduras;Papa Rosada;;1 kg.;151;38;39;109;101.292;119;129;15.61478838;10.1;97.813;0.036;0.1542;Abr25
253;Frutas y verduras;Tomate Americano;;1 kg.;218;49;85;189;192.936;279.9;330;39.68376273;50;104.087;0.854;0.2057;Abr25
254;Frutas y verduras;Tomate Perita;;1 kg.;144;79;89;219;211.529;329.9;330;41.56648596;55;113.578;0.862;0.1965;Abr25
255;Frutas y verduras;Banana Ecuador;;1 kg.;144;35;52;115;113.644;165;165;15.62407221;9;115.2;-0.014;0.1375;Abr25
257;Frutas y verduras;Banana Brasil;;1 kg.;106;59;59;69;69.742;85.56;95;3.635680266;2;69.629;0.002;0.0521;Abr25
262;Frutas y verduras;Zapallo Calabacín;;1 kg.;34;31;34;49.9;48.069;69;69;7.468488373;4.9;48.352;-0.006;0.1554;Abr25
264;Frutas y verduras;Zapallo Criollo;;1 kg.;34;28;29;73;63.094;85;85;15.35054853;17;63.647;-0.009;0.2433;Abr25
275;Frutas y verduras;Manzana Fuji;;1 kg.;116;58;58;143;159.248;189;189;21.60179999;10;164.374;-0.031;0.1356;Abr25
276;Frutas y verduras;Manzana Granny Smith;;1 kg.;126;75;79;149;142.566;189;190;22.3420458;14;138.891;0.026;0.1567;Abr25
277;Frutas y verduras;Manzana Red Deliciosa;;1 kg.;230;60;87;139;140.413;189;199;14.95335042;10;140.029;0.003;0.1065;Abr25
286;Frutas y verduras;Naranja Navel;;1 kg.;60;28;28;59;57.456;79;85;10.87391934;3.9;56.551;0.016;0.1893;Abr25
287;Frutas y verduras;Naranja Valencia;;1 kg.;103;29;29;54;55.557;87;87;12.69420063;2;56.059;-0.009;0.2285;Abr25
45;Limpieza del hogar;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;392;69.9;82;144;145.167;179;179;14.83221524;15;149.471;-0.029;0.1022;Abr25
46;Limpieza del hogar;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;571;105;120;140;137.821;174.94;182;9.623485472;10.1;138.139;-0.002;0.0698;Abr25
47;Limpieza del hogar;Detergente para vajilla;Protergente limón;Envase 1 lt.;412;50;59;73;74.93;90;90;6.250929193;3;74.157;0.01;0.0834;Abr25
82;Limpieza del hogar;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;604;67.5;67.5;84;85.928;109;114;8.365504164;11;85.306;0.007;0.0974;Abr25
83;Limpieza del hogar;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;598;63;66;75;79.741;101;106;8.416764805;13;78.773;0.012;0.1056;Abr25
84;Limpieza del hogar;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;440;39;52.9;76;74.643;85;90;6.924464055;5;73.824;0.011;0.0928;Abr25
91;Limpieza del hogar;Jabón en polvo máquina;Drive;Paquete 800 grs.;135;121;125;169;155.911;178.53;178.53;16.0729566;27.25;155.911;0;0.1031;Abr25
92;Limpieza del hogar;Jabón en polvo máquina;Nevex;Paquete 800 grs.;576;139.3;166;190;192.485;229.57;241;13.50641964;19;189.042;0.018;0.0702;Abr25
93;Limpieza del hogar;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;570;77;109;151;149.853;175.51;183;10.84037125;12.9;151.347;-0.01;0.0723;Abr25
94;Limpieza del hogar;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;441;35.9;43;87;79.665;96;110;15.80059298;6;78.821;0.011;0.1983;Abr25
95;Limpieza del hogar;Jabón para ropa en barra;Nevex;Unidad 200 grs.;324;35;42.5;58;59.274;70;75;4.433182596;3;59.279;0;0.0748;Abr25
96;Limpieza del hogar;Jabón para ropa en barra;Primor;Unidad 200 grs.;485;19.9;34;36;38.104;49.9;49.9;4.36239789;4;37.278;0.022;0.1145;Abr25
1;Alimentos y bebidas;Aceite de girasol;Óptimo;Envase 900 cc;458;87.9;92;99;101.693;123;137;6.575969612;3;101.298;0.003899386;0.0647;May25
2;Alimentos y bebidas;Aceite de girasol;Río de la Plata;Envase 900 cc;365;59.9;59.9;119;119.528;139;149.07;10.82630082;8;119.323;0.001718026;0.0906;May25
3;Alimentos y bebidas;Aceite de girasol;Uruguay;Envase 900 cc;317;73;78;89.9;92;119;123;7.039053071;9;90.279;0.019063127;0.0765;May25
4;Alimentos y bebidas;Aceite de maíz;Delicia;Envase 900 cc;408;64.9;98;129;125.372;162;167;10.80725558;8.9;125.686;-0.002498289;0.0862;May25
5;Alimentos y bebidas;Aceite de maíz;Río de la Plata;Envase 900 cc;370;69.9;120;140;141.126;168;168;7.452931864;4;140.894;0.001646628;0.0528;May25
7;Alimentos y bebidas;Aceite de soja;Condesa;Envase 900 cc;392;57;60;72;72.648;96;97;6.879933415;6;72.637;0.000151438;0.0947;May25
8;Alimentos y bebidas;Aceite de soja;Río de la Plata;Envase 900 cc;425;48;60;79;76.279;90;105;8.947557307;12;76.803;-0.00682265;0.1173;May25
9;Alimentos y bebidas;Aceite de soja;Salad;Envase 900 cc;10;29.9;29.9;69;71.38;105;105;19.68016576;6;71.38;0;0.2757;May25
10;Alimentos y bebidas;Agua de mesa con gas;Matutina;Envase 2,5 lt.;453;49.5;54;61;61.308;76;77;3.097538689;3;60.852;0.007493591;0.0505;May25
11;Alimentos y bebidas;Agua de mesa con gas;Nativa;Envase 2,5 lt.;359;59;65;75;74.698;87;90;3.428022658;1;74.764;-0.000882778;0.0459;May25
12;Alimentos y bebidas;Agua de mesa con gas;Salus;Envase 2,25 lt.;564;56;68;76;77.349;82;84;3.734389012;6;77.174;0.002267603;0.0483;May25
13;Alimentos y bebidas;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;135;289;299;395;390.017;429;434;26.33058663;13;388.44;0.004059829;0.0675;May25
14;Alimentos y bebidas;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;189;264.99;279;289;314.566;478;479;52.66172154;19;321.563;-0.021759344;0.1674;May25
15;Alimentos y bebidas;Arroz blanco;Blue Patna;Bolsa 1 kg.;390;42;50;75;72.581;92;97;8.083114746;10;74.229;-0.022201565;0.1114;May25
16;Alimentos y bebidas;Arroz blanco;Green Chef;Bolsa 1 kg.;395;47;55;75;70.107;80.4;84.98;7.997610413;16;71.081;-0.013702677;0.1141;May25
17;Alimentos y bebidas;Arroz blanco;Saman Blanco;Bolsa 1 kg.;443;50;57;83;78.589;90;99;7.809502999;12;78.509;0.001018991;0.0994;May25
18;Alimentos y bebidas;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;266;29;38;49;49.619;63;67;5.582063331;8;49.559;0.001210678;0.1125;May25
19;Alimentos y bebidas;Arroz blanco;Pony;Bolsa 1 kg.;63;24;24;36;36.143;59;59;6.920326859;5;36.143;0;0.1915;May25
20;Alimentos y bebidas;Arroz blanco;Vidarroz;Bolsa 1 kg.;237;21;21;51;42.447;60;60;13.97819546;33;41.583;0.020777722;0.3293;May25
22;Alimentos y bebidas;Arvejas en conserva;Cololó;Lata 380 grs.;366;24;34;49;48.176;58;60;5.711059888;6.23;48.525;-0.007192169;0.1185;May25
23;Alimentos y bebidas;Arvejas en conserva;Nidemar;Lata 300 grs.;215;19;22.9;30;31.164;47;47;4.823848731;7.1;30.206;0.031715553;0.1548;May25
24;Alimentos y bebidas;Azúcar blanco;Azucarlito;Paquete 1 kg.;383;49;50;55;55.442;66;68;2.456283285;0.1;50.838;0.090562178;0.0443;May25
25;Alimentos y bebidas;Azúcar blanco;Bella Unión;Paquete 1 kg.;395;49;51;55;55.203;65;67;1.896830331;0.1;55.497;-0.005297584;0.0344;May25
26;Alimentos y bebidas;Café envasado (no instantáneo);Águila;Paquete 250 grs.;428;152;210;304;293.172;364;382;25.35772324;40;303.064;-0.03263997;0.0865;May25
27;Alimentos y bebidas;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;593;100;162;355;348.739;415;445;43.09589242;44;347.876;0.002480769;0.1236;May25
28;Alimentos y bebidas;Café envasado (no instantáneo);Saint;Paquete 250 grs.;176;109.9;109.9;199;170.534;232;233.34;47.85843833;89.1;170.534;0;0.2806;May25
29;Alimentos y bebidas;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;217;279;289;439;407.412;492;558.58;56.28323549;93;408.297;-0.00216754;0.1381;May25
30;Alimentos y bebidas;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;178;235;250;325;325.01;405;435;29.13088251;36;324.569;0.001358725;0.0896;May25
31;Alimentos y bebidas;Cerveza;Patricia;Botella 960 ml.;421;89;147;178;175.001;192;204;9.654883745;1;172.78;0.012854497;0.0552;May25
32;Alimentos y bebidas;Cerveza;Pilsen;Botella 960 ml.;399;99;129;156;154.115;166;168;7.073714354;1;152.816;0.008500419;0.0459;May25
33;Alimentos y bebidas;Cerveza;Zillertal;Botella 1 lt.;421;119;158.56;202;196.388;210;218;12.56470798;9;197.417;-0.005212317;0.064;May25
37;Alimentos y bebidas;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;186;436.76;459;619.5;615.536;750;860;69.18990124;136;591.195;0.04117254;0.1124;May25
38;Alimentos y bebidas;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;185;422;481;749;706.487;860;900;77.40303754;132;685.851;0.030088168;0.1096;May25
39;Alimentos y bebidas;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;107;299;299;435;423.026;454;454;38.6990846;0;422.905;0.000286116;0.0915;May25
40;Alimentos y bebidas;Cocoa;Copacabana;Envase 500 grs.;459;195;249;310;296.209;365;385;32.12207396;56;297.029;-0.002760673;0.1084;May25
41;Alimentos y bebidas;Cocoa;Vascolet;Envase 500 grs.;312;179.9;215;285;284.982;365;375;32.98298734;53;274.442;0.0384052;0.1157;May25
48;Alimentos y bebidas;Dulce de leche;Conaprole;Envase 1 kg.;431;205;249;290;289.259;343;354;18.86639368;11;293.137;-0.013229309;0.0652;May25
49;Alimentos y bebidas;Dulce de leche;Los Nietitos;Envase 1 kg.;458;112.45;175;225;223.274;272;274;17.76375396;24;221.374;0.00858276;0.0796;May25
50;Alimentos y bebidas;Dulce de leche;Manjar;Envase 1 kg.;459;155;169;197;198.459;242;242;11.99658014;11;198.633;-0.000875987;0.0604;May25
51;Alimentos y bebidas;Dulce de membrillo;Los Nietitos;Envase 400 grs.;409;57;65;76;76.536;88;92;3.733935573;4;77.36;-0.010651499;0.0488;May25
52;Alimentos y bebidas;Fideos secos al huevo;Adria;Paquete 500 grs.;394;44.9;44.9;91;89.72;101;107;8.335275996;3;86.549;0.036638205;0.0929;May25
53;Alimentos y bebidas;Fideos secos al huevo;Cololó;Paquete 500 grs.;381;49;65;76;74.502;85;85;4.726884585;5;74.879;-0.005034789;0.0634;May25
54;Alimentos y bebidas;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;455;46;64;86;85.042;95;101;6.792465563;4;85.063;-0.000246876;0.0799;May25
55;Alimentos y bebidas;Fideos secos semolados;Adria;Paquete 500 grs.;235;40.9;44.99;66;63.514;81;99;7.893092284;9.44;63.596;-0.001289389;0.1243;May25
56;Alimentos y bebidas;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;177;42;45;63;59.91;72;72;5.978999226;12.9;59.941;-0.000517175;0.0998;May25
58;Alimentos y bebidas;Frankfurters cortos;Centenario;Paquete 8 us.;149;130;130;225;215.762;310;310;31.18030099;33.5;211.952;0.017975768;0.1445;May25
59;Alimentos y bebidas;Frankfurters cortos;Ottonello;Paquete 8 us.;382;130;149;209;202.21;230;250;15.10788504;14.5;183.941;0.099319891;0.0747;May25
60;Alimentos y bebidas;Frankfurters cortos;Schneck;Paquete 8 us.;445;204.9;221.2;265;264.294;299;330;14.97746388;14;259.901;0.01690259;0.0567;May25
61;Alimentos y bebidas;Galletitas al agua;Famosa;Paquete 140 grs.;543;29.9;49;75;76.627;88.3;92;7.29498795;7.1;76.636;-0.000117438;0.0952;May25
62;Alimentos y bebidas;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;82;20;20;40;39.72;47;47;3.021057639;1;39.72;0;0.0761;May25
63;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;590;115;130;145;149.237;160;165;8.336840134;15;148.957;0.001879737;0.0559;May25
64;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;445;122;150;186;191.8;209;215;12.99511893;20;191.284;0.00269756;0.0678;May25
65;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Nix;Botella 1,5 lt.;15;30;30;39;37.527;47;47;4.47806693;7;37.527;0;0.1193;May25
66;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;403;89;149;178;174.719;195;213;10.10741585;6;169.948;0.028073293;0.0578;May25
67;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;449;85;99;133;133.268;156;156;9.198408325;0;132.153;0.00843719;0.069;May25
68;Alimentos y bebidas;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;382;18.5;33;37;37.274;46;48;3.271015051;4.919;37.109;0.004446361;0.0878;May25
69;Alimentos y bebidas;Hamburguesas carne vacun;Paty;Paquete 2 unidades;148;48;48;53;57.3;89;89;10.31860401;3;63.475;-0.097282395;0.1801;May25
70;Alimentos y bebidas;Hamburguesas carne vacun;Schneck;Paquete 2 unidades;436;68;74;94;93.557;110;112;6.871947207;2;92.859;0.007516773;0.0735;May25
71;Alimentos y bebidas;Harina de maíz;Gourmet;Paquete 450 grs.;103;29;30;35;33.894;36;36;1.761869747;2;33.837;0.001684547;0.052;May25
72;Alimentos y bebidas;Harina de maíz;Presto Pronta Arcor;Paquete 500 grs.;353;29;50;59;58.352;69;82;4.359683787;5;57.018;0.023396121;0.0747;May25
73;Alimentos y bebidas;Harina de maíz;Puritas;Paquete 450 grs.;424;29;29;41;42.126;59;59;4.457791742;6;42.059;0.001593;0.1058;May25
74;Alimentos y bebidas;Harina trigo común 000;Cañuelas;Paquete 1 kg.;545;39;40;53;52.878;76;78;6.487045954;4;54.191;-0.024229116;0.1227;May25
75;Alimentos y bebidas;Harina trigo común 000;Cololó;Paquete 1 kg.;143;24.9;24.9;45;46.152;62;62;6.351824889;5.9;46.711;-0.011967203;0.1376;May25
76;Alimentos y bebidas;Harina trigo común 0000;Cañuelas;Paquete 1 kg.;521;44;49;64;62.418;75;81;5.119010968;2;62.503;-0.001359935;0.082;May25
77;Alimentos y bebidas;Harina trigo común 0000;Cololó;Paquete 1 kg.;342;30;42;59.52;58.114;74;80;10.7180573;22;61.942;-0.061799748;0.1844;May25
78;Alimentos y bebidas;Harina trigo común 0000;Primor;Paquete 1 kg.;185;48;49;57;56.961;65;69;3.030978147;1;56.963;-0.0000351;0.0532;May25
79;Alimentos y bebidas;Helado familiar;Conaprole;Envase 1lt.;449;220;232;289.9;282.673;315;337;17.87758531;17;275.44;0.026259802;0.0632;May25
80;Alimentos y bebidas;Helado familiar;Crufi;Envase 1lt.;298;229;239;289;286.081;356;368;26.10229165;35;284.71;0.004815426;0.0912;May25
85;Alimentos y bebidas;Huevos colorados;El Jefe;Envase 1/2 docena;104;99;107;114;116.81;138;138;6.892802004;3;116.81;0;0.059;May25
86;Alimentos y bebidas;Huevos colorados;Prodhin;Envase 1/2 docena;307;99;107;124;123.361;147;147;5.737538961;1;124.668;-0.010483845;0.0465;May25
87;Alimentos y bebidas;Huevos colorados;Super huevo;Envase 1/2 docena;290;92;99;123;119.937;136;141;8.529962543;14;121.94;-0.016426111;0.0711;May25
97;Alimentos y bebidas;Jamón cocido no artesanal;Cattivelli;1 kg.;31;550;550;745.64;731.76;980;990;81.51720132;69.59;697.858;0.048580084;0.1114;May25
98;Alimentos y bebidas;Jamón cocido no artesanal;Ottonello;1 kg.;197;500;577;690;690.538;850;864.15;42.2830762;0;656.663;0.051586582;0.0612;May25
99;Alimentos y bebidas;Leonesa;La Constancia;1 kg.;1;430;430;430;430;430;430;0;0;430;0;0;May25
100;Alimentos y bebidas;Leonesa;Ottonello;1 kg.;55;331;331;460;447.554;630;790;46.99131711;41;430.143;0.040477237;0.105;May25
101;Alimentos y bebidas;Leonesa;Schneck;1 kg.;225;380;523;680;665.895;770;820;52.27934648;75.8;668.249;-0.003522639;0.0785;May25
102;Alimentos y bebidas;Manteca;Calcar;Envase 200 grs.;22;61;61;69;69.036;90;90;6.099312318;8;69.036;0;0.0883;May25
103;Alimentos y bebidas;Manteca;Conaprole sin sal;Envase 200 grs.;564;75;94;105.06;108.78;122;125;9.744304631;20;109.634;-0.007789554;0.0896;May25
104;Alimentos y bebidas;Manteca;Kasdorf;Envase 200 grs.;238;92;95.9;103;103.935;114;115;4.86701171;5.1;103.814;0.001165546;0.0468;May25
105;Alimentos y bebidas;Margarina;Doriana nueva;Envase 250 grs.;110;52;55;82;83.27;120;120;11.70847762;14.1;83.27;0;0.1406;May25
109;Alimentos y bebidas;Mayonesa común;Hellmans;Envase 500 grs.;407;99;109;130;133.288;189;214;21.38537334;25;146.588;-0.090730483;0.1604;May25
110;Alimentos y bebidas;Mayonesa común;Uruguay;Envase 500 grs.;453;69;69;100;101.277;126;134;10.80985732;14;100.759;0.00514098;0.1067;May25
111;Alimentos y bebidas;Mermelada de durazno;Dulciora;Envase 500 grs.;10;52;52;55;55.36;60;60;2.30598209;1.7;55.36;0;0.0417;May25
112;Alimentos y bebidas;Mermelada de durazno;El Hogar;Envase 500 grs.;130;47;60;89;83.875;149;149;19.21079418;20;83.875;0;0.229;May25
113;Alimentos y bebidas;Mermelada de durazno;Los Nietitos;Envase 500 grs.;459;100;102;126;126.317;139;152;5.548740978;2;126.457;-0.001107096;0.0439;May25
114;Alimentos y bebidas;Nalga vacuna;Con Hueso - Sin Marca;1 kg.;27;349;349;502;460.835;549;549;59.73765963;103;458.817;0.004398268;0.1296;May25
115;Alimentos y bebidas;Nalga vacuna;Sin Hueso - Sin Marca;1 kg.;194;329;329;399;411.854;559;617.74;64.599404;120;431.015;-0.044455529;0.1569;May25
116;Alimentos y bebidas;Paleta vacuna;Con Hueso - Sin Marca;1 kg.;153;289;322;410;402.8;459;479;29.35986265;18;395.722;0.017886294;0.0729;May25
117;Alimentos y bebidas;Paleta vacuna;Sin Hueso - Sin Marca;1 kg.;209;275;289;319;345.163;475;505;52.33268932;57;336.448;0.025902963;0.1516;May25
118;Alimentos y bebidas;Pan de molde lacteado;Los Sorchantes;Paquete 330 grs.;397;69;99;122;123.65;149.9;158;11.91105457;16.53;124.263;-0.004933085;0.0963;May25
119;Alimentos y bebidas;Pan de molde lacteado;Bimbo;Paquete 330 grs.;366;50;90;132;131.725;157;162;12.63994265;14.9;131.227;0.003794951;0.096;May25
120;Alimentos y bebidas;Pan de molde lacteado;Pan Catalán;Paquete 330 grs.;91;51;51;76;73.868;95;95;9.599494348;2;73.868;0;0.13;May25
