ID;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.;Periodo
;alimentos y bebidas;hamburguesa;schneck;paquete 2 unidades;436;76;80;98;99.91;115;120;6.974924849;5;98.038;0.019;0.07;Jul25
;alimentos y bebidas;harina;gourmet;paquete 450 grs.;103;29;30;35;33.923;36;36;1.733285341;2;33.88;0.001;0.051;Jul25
;alimentos y bebidas;harina;presto pronta arcor;paquete 500 grs.;353;46;49;59;58.144;69;69;4.73912547;5;58.211;-0.001;0.082;Jul25
;alimentos y bebidas;harina;puritas;paquete 450 grs.;417;32;32;42;41.854;49;51;4.072170591;4;40.718;0.028;0.097;Jul25
;alimentos y bebidas;harina;canuelas;paquete 1 kg.;543;41;41;53;51.928;61;64;5.520261477;7;52.318;-0.007;0.106;Jul25
;alimentos y bebidas;harina;cololo;paquete 1 kg.;130;43;44;44.9;45.071;49.9;53;1.476937382;1;46.044;-0.021;0.033;Jul25
;alimentos y bebidas;harina;canuelas;paquete 1 kg.;520;49;49;64;60.767;71;79;6.41398695;6;61.544;-0.013;0.106;Jul25
;alimentos y bebidas;harina;cololo;paquete 1 kg.;340;42;45;55;55.61;68;68;8.167488954;20;52.75;0.054;0.147;Jul25
;alimentos y bebidas;harina;primor;paquete 1 kg.;185;48;49;57;57.002;65;69;3.060502291;1;56.97;0.001;0.054;Jul25
;alimentos y bebidas;helado;conaprole;envase 1lt.;448;229;232;289.9;287.33;325;349;17.09607029;10;283.499;0.014;0.059;Jul25
;alimentos y bebidas;aceite;rio de la plata;envase 900 cc;347;54;60;69;68.687;85;85;6.869293523;4;72.961;-0.059;0.1;Jul25
;alimentos y bebidas;helado;crufi;envase 1lt.;301;229;239;295;289.964;328;356;22.05167763;30;287.656;0.008;0.076;Jul25
;limpieza del hogar;hipolclorito de sodio;agua jane;botella 1 lt.;603;68;68;87;87.728;103;106;7.506823293;12.1;86.577;0.013;0.086;Jul25
;limpieza del hogar;hipolclorito de sodio;sello rojo;botella 1 lt.;552;64;66;74;78.189;89.9;90;8.266514854;13;78.8;-0.008;0.106;Jul25
;limpieza del hogar;hipolclorito de sodio;solucion cristal;botella 1 lt.;434;59;59;77;74.777;85;88;7.486848422;5;74.459;0.004;0.1;Jul25
;alimentos y bebidas;huevos;el jefe;envase 1/2 docena;104;99;107;113;116.81;138;138;6.866922227;3;116.396;0.004;0.059;Jul25
;alimentos y bebidas;huevos;prodhin;envase 1/2 docena;227;99;99;117;111.638;129;129;10.93452124;20.9;116.264;-0.04;0.098;Jul25
;alimentos y bebidas;huevos;super huevo;envase 1/2 docena;289;96;99;121.26;119.335;136;141;7.345011903;9;120.561;-0.01;0.062;Jul25
;cuidado personal;jabon de tocador;astral plata;unidad 125 grs.;635;36.9;37;47;47.587;57;59;3.525402637;2;48.087;-0.01;0.074;Jul25
;cuidado personal;jabon de tocador;palmolive;unidad 125 grs.;144;26;27;29.9;32.157;40;40;4.108090846;7;32.157;0;0.128;Jul25
;alimentos y bebidas;aceite;salad;envase 900 cc;7;59.9;59.9;69;68.557;75;75;4.105411643;0;68.557;0;0.06;Jul25
;cuidado personal;jabon de tocador;rexona;unidad 125 grs.;234;41;44;49;52.814;65;65.09;5.839940786;7;52.583;0.004;0.111;Jul25
;limpieza del hogar;jabon para ropa;drive;paquete 800 grs.;133;128.9;129;169;156.426;178.53;178.53;15.65610315;27;156.402;0;0.1;Jul25
;limpieza del hogar;jabon para ropa;nevex;paquete 800 grs.;576;159;167.45;190;190.654;229.57;229.57;11.38856228;20;190.825;-0.001;0.06;Jul25
;limpieza del hogar;jabon para ropa;skip paquete azul;paquete 800 grs.;569;118;124;151;151.037;180;183;9.688512665;13;150.478;0.004;0.064;Jul25
;limpieza del hogar;jabon para ropa;bull dog;unidad 300 grs.;358;67;71;89;88.024;97;106;4.581420081;3;86.957;0.012;0.052;Jul25
;limpieza del hogar;jabon para ropa;nevex;unidad 200 grs.;321;45;50.92;58;59.138;70.09;71;4.05005683;3;59.008;0.002;0.068;Jul25
;limpieza del hogar;jabon para ropa;primor;unidad 200 grs.;429;29;35;36;36.68;42;44;2.017158831;4;37.23;-0.015;0.055;Jul25
;alimentos y bebidas;jamon;cattivelli;1 kg.;30;600;600;760;745.868;870;870;56.34947382;50;661.725;0.127;0.076;Jul25
;alimentos y bebidas;jamon;ottonello;1 kg.;195;490;528;580;610.597;695;699;43.7013068;70;613.663;-0.005;0.072;Jul25
;alimentos y bebidas;leonesa;la constancia;1 kg.;1;430;430;430;430;430;430;0;0;430;0;0;Jul25
1;Alimentos y bebidas;Aceite de girasol;Óptimo;Envase 900 cc;460;86;89;99;101.314;122;137;6.918891875;4;101.875;-0.0055;0.0683;Ago25
2;Alimentos y bebidas;Aceite de girasol;Río de la Plata;Envase 900 cc;354;90;104.9;119;121.756;140;149.1;7.202924839;7;120.969;0.0065;0.0592;Ago25
3;Alimentos y bebidas;Aceite de girasol;Uruguay;Envase 900 cc;319;69;78;88;88.093;119;123;8.36311552;13;87.751;0.0039;0.0949;Ago25
4;Alimentos y bebidas;Aceite de maíz;Delicia;Envase 900 cc;407;93.9;98;128;124.848;155;163;10.16903305;9;125.322;-0.0038;0.0815;Ago25
5;Alimentos y bebidas;Aceite de maíz;Río de la Plata;Envase 900 cc;372;109;109;140;139.835;168;171;11.03521593;5;141.143;-0.0093;0.0789;Ago25
7;Alimentos y bebidas;Aceite de soja;Condesa;Envase 900 cc;394;54.5;59;72;71.478;90;97;6.134038349;7;72.241;-0.0106;0.0858;Ago25
8;Alimentos y bebidas;Aceite de soja;Río de la Plata;Envase 900 cc;272;54;60;69;73.46;92;99;10.99621569;20;73.114;0.0047;0.1497;Ago25
9;Alimentos y bebidas;Aceite de soja;Salad;Envase 900 cc;8;59.9;59.9;69;72.362;99;99;10.79419571;1.5;72.362;0;0.1492;Ago25
10;Alimentos y bebidas;Agua de mesa con gas;Matutina;Envase 2,5 lt.;454;49.5;57;63;63.156;78;79;3.526485253;3;61.658;0.0243;0.0558;Ago25
11;Alimentos y bebidas;Agua de mesa con gas;Nativa;Envase 2,5 lt.;363;59;68;75;75.433;90;91;3.678139221;2;75.501;-0.0009;0.0488;Ago25
12;Alimentos y bebidas;Agua de mesa con gas;Salus;Envase 2,25 lt.;566;63;68;78;79.314;84;88;3.935250321;6;77.561;0.0226;0.0496;Ago25
13;Alimentos y bebidas;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;136;289;299;395;391.535;429;434;24.92930483;12;391.476;0.0002;0.0637;Ago25
14;Alimentos y bebidas;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;188;279;289;289;318.663;459;459;48.69843237;20;323.454;-0.0148;0.1528;Ago25
15;Alimentos y bebidas;Arroz blanco;Blue Patna;Bolsa 1 kg.;395;53;56.9;73;71.752;85;88;7.709119179;14;72.583;-0.0114;0.1074;Ago25
16;Alimentos y bebidas;Arroz blanco;Green Chef;Bolsa 1 kg.;397;52;55;69;68.694;80;88;7.351987115;15;68.59;0.0015;0.107;Ago25
17;Alimentos y bebidas;Arroz blanco;Saman Blanco;Bolsa 1 kg.;444;54;57.9;83;78.997;90;99;7.43273;12;78.324;0.0086;0.0941;Ago25
18;Alimentos y bebidas;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;267;38;40;49.13;49.689;64;67;5.914693247;13;49.611;0.0016;0.119;Ago25
19;Alimentos y bebidas;Arroz blanco;Pony;Bolsa 1 kg.;52;31;31;39;38.577;59;59;4.887372219;3;38.577;0;0.1267;Ago25
20;Alimentos y bebidas;Arroz blanco;Vidarroz;Bolsa 1 kg.;236;21;21;54;44.599;60;60;10.90867308;14;41.01;0.0875;0.2446;Ago25
22;Alimentos y bebidas;Arvejas en conserva;Cololó;Lata 380 grs.;368;24;33.73;48;47.035;58;60;4.627556375;3;46.351;0.0148;0.0984;Ago25
23;Alimentos y bebidas;Arvejas en conserva;Nidemar;Lata 300 grs.;216;19;22;32;34.879;47;47;9.244681464;18;34.985;-0.003;0.2651;Ago25
24;Alimentos y bebidas;Azúcar blanco;Azucarlito;Paquete 1 kg.;381;45;47;50;51.766;62;68;3.047344869;3;52.563;-0.0152;0.0589;Ago25
25;Alimentos y bebidas;Azúcar blanco;Bella Unión;Paquete 1 kg.;396;45;45;50;51.596;65;65;3.644377769;3;52.196;-0.0115;0.0706;Ago25
26;Alimentos y bebidas;Café envasado (no instantáneo);Águila;Paquete 250 grs.;419;237;259;324;302.159;371;394;33.40005108;68;300.547;0.0054;0.1105;Ago25
27;Alimentos y bebidas;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;593;281.9;295;393;387.661;432;475;44.12024102;62;376.111;0.0307;0.1138;Ago25
28;Alimentos y bebidas;Café envasado (no instantáneo);Saint;Paquete 250 grs.;110;165;169;199;206.273;232;233.3;14.36002223;17;206.261;0.0001;0.0696;Ago25
29;Alimentos y bebidas;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;201;309;339;439;416.268;489;492;44.73012603;93;416.789;-0.0013;0.1075;Ago25
30;Alimentos y bebidas;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;173;250;269;325;326.511;399;415;29.05703898;36;326.265;0.0008;0.089;Ago25
31;Alimentos y bebidas;Cerveza;Patricia;Botella 960 ml.;422;145;149;180;177.398;189;194;7.70113716;1;174.573;0.0162;0.0434;Ago25
32;Alimentos y bebidas;Cerveza;Pilsen;Botella 960 ml.;400;99;125;125;135.067;160;184;14.65920875;31;135.702;-0.0047;0.1085;Ago25
33;Alimentos y bebidas;Cerveza;Zillertal;Botella 1 lt.;423;154;154;185;190.112;210;210;10.45498091;17;196.652;-0.0333;0.055;Ago25
34;Cuidado personal;Champú;Fructis;Envase 350 ml.;560;220.92;239;365;336.289;412.2;419;45.57713129;40;329.91;0.0193;0.1355;Ago25
35;Cuidado personal;Champú;Sedal;Envase 350 ml.;202;175;179;227;222.597;256;256;15.33334753;19;222.597;0;0.0689;Ago25
36;Cuidado personal;Champú;Suave;Envase 930 ml.;351;124;149;176;182.398;278;307;23.29139421;19.9;182.634;-0.0013;0.1277;Ago25
37;Alimentos y bebidas;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;186;548;549;619;644.503;790;860;50.9475927;88.97;654.377;-0.0151;0.079;Ago25
38;Alimentos y bebidas;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;184;515;549;668;688.633;824;900;76.52729364;120;693.442;-0.0069;0.1111;Ago25
39;Alimentos y bebidas;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;18;299;299;326.39;357.623;478.1;479;46.76995981;70.36;357.695;-0.0002;0.1308;Ago25
40;Alimentos y bebidas;Cocoa;Copacabana;Envase 500 grs.;439;239.9;257;323;319.167;373;392;25.3661468;31;311.03;0.0262;0.0795;Ago25
41;Alimentos y bebidas;Cocoa;Vascolet;Envase 500 grs.;402;215;225;285;278.654;352;383;31.26558515;44;290.879;-0.042;0.1122;Ago25
42;Cuidado personal;Desodorante en aerosol;Axe Musk;Envase 113 grs.;625;149;149;200;198.119;232;250;12.98290783;3;194.292;0.0197;0.0655;Ago25
43;Cuidado personal;Desodorante en aerosol;Dove Original;Envase 100 grs.;588;176;189;243;236.378;269;308;19.69461476;15;232.705;0.0158;0.0833;Ago25
44;Cuidado personal;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;570;159.9;175.2;215;212.682;252;265;15.03797594;7;210.718;0.0093;0.0707;Ago25
45;Limpieza del hogar;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;317;112;125;148;146.548;183;183;10.23597198;9;144.586;0.0136;0.0698;Ago25
46;Limpieza del hogar;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;568;112;125;145;141.475;185.6;185.6;11.16782424;13;139.815;0.0119;0.0789;Ago25
47;Limpieza del hogar;Detergente para vajilla;Protergente limón;Envase 1 lt.;412;56;65;75;74.41;90;92;7.101092188;9;79.454;-0.0635;0.0954;Ago25
48;Alimentos y bebidas;Dulce de leche;Conaprole;Envase 1 kg.;433;205;252;294.9;293.789;342.5;354;14.54208994;8;292.616;0.004;0.0495;Ago25
49;Alimentos y bebidas;Dulce de leche;Los Nietitos;Envase 1 kg.;459;149;169;225;219.918;262;274;17.98759652;12;215.39;0.021;0.0818;Ago25
50;Alimentos y bebidas;Dulce de leche;Manjar;Envase 1 kg.;461;143;167;195;191.238;220;242;15.64005062;22;192.879;-0.0085;0.0818;Ago25
51;Alimentos y bebidas;Dulce de membrillo;Los Nietitos;Envase 400 grs.;411;62;68;76;76.93;90;91;3.385480284;2.59;76.554;0.0049;0.044;Ago25
52;Alimentos y bebidas;Fideos secos al huevo;Adria;Paquete 500 grs.;386;69;78.9;91;91.142;102;107;3.862170806;1;89.564;0.0176;0.0424;Ago25
53;Alimentos y bebidas;Fideos secos al huevo;Cololó;Paquete 500 grs.;383;62.9;64;76;75.672;83;85;3.7281864;5.4;74.991;0.0091;0.0493;Ago25
54;Alimentos y bebidas;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;368;64;69;86;87.594;97;110;5.67957181;7;85.206;0.028;0.0648;Ago25
55;Alimentos y bebidas;Fideos secos semolados;Adria;Paquete 500 grs.;201;44.59;44.59;55;58.668;80;81;8.274662497;14;62.444;-0.0605;0.141;Ago25
56;Alimentos y bebidas;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;177;45;45;63;60.142;72;72;5.881562412;12.9;59.887;0.0043;0.0978;Ago25
58;Alimentos y bebidas;Frankfurters cortos;Centenario;Paquete 8 us.;145;175;189;225;218.148;310;310;28.37728204;33.5;217.977;0.0008;0.1301;Ago25
59;Alimentos y bebidas;Frankfurters cortos;Ottonello;Paquete 8 us.;377;160;169;209;209.034;240;250;9.199699804;2;207.339;0.0082;0.044;Ago25
60;Alimentos y bebidas;Frankfurters cortos;Schneck;Paquete 8 us.;448;209.9;219;277;273.624;310;350;20.00039513;29;269.434;0.0156;0.0731;Ago25
61;Alimentos y bebidas;Galletitas al agua;Famosa;Paquete 140 grs.;531;55;61;80;80.071;93;98;7.664928942;7;76.97;0.0403;0.0957;Ago25
62;Alimentos y bebidas;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;82;36;36;40;39.927;47;47;2.068672785;1;39.927;0;0.0518;Ago25
63;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;592;113;130;145;149.178;160;169;8.066200026;15;149.161;0.0001;0.0541;Ago25
64;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;441;143;150;186;192.065;205;211;12.60603278;20;192.005;0.0003;0.0656;Ago25
66;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;404;139;149;182;179.754;199;218;8.685025829;6;176.211;0.0201;0.0483;Ago25
67;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;439;102;119;133;134.474;160;160;8.58470414;0;133.837;0.0048;0.0638;Ago25
68;Alimentos y bebidas;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;383;33;33;41;40.832;49;50;4.415431087;8.9;40.964;-0.0032;0.1081;Ago25
69;Alimentos y bebidas;Hamburguesas carne vacun;Paty;Paquete 2 unidades;169;48;48;53;61.953;99;99;17.34202226;26;60.662;0.0213;0.2799;Ago25
70;Alimentos y bebidas;Hamburguesas carne vacun;Schneck;Paquete 2 unidades;437;76;78;98;99.424;115;120;7.18525165;5;99.832;-0.0041;0.0723;Ago25
71;Alimentos y bebidas;Harina de maíz;Gourmet;Paquete 450 grs.;103;29;30;35;33.926;36;36;1.729280868;2;33.923;0.0001;0.051;Ago25
72;Alimentos y bebidas;Harina de maíz;Presto Pronta Arcor;Paquete 500 grs.;354;44;48;59;57.957;69;69;5.061809131;5;58.144;-0.0032;0.0873;Ago25
73;Alimentos y bebidas;Harina de maíz;Puritas;Paquete 450 grs.;426;32;35;42;42.65;59;59;3.888147999;5;41.994;0.0156;0.0912;Ago25
74;Alimentos y bebidas;Harina trigo común 000;Cañuelas;Paquete 1 kg.;546;41;41;53;51.631;60.5;69;5.416502731;9;51.871;-0.0046;0.1049;Ago25
75;Alimentos y bebidas;Harina trigo común 000;Cololó;Paquete 1 kg.;134;43;44;44;46.547;56;61;3.119105852;3;45.435;0.0245;0.067;Ago25
76;Alimentos y bebidas;Harina trigo común 0000;Cañuelas;Paquete 1 kg.;525;48;48;63;60.185;72;81;6.510960608;7;60.699;-0.0085;0.1082;Ago25
77;Alimentos y bebidas;Harina trigo común 0000;Cololó;Paquete 1 kg.;343;42;45;55;56.331;68;76;6.002826117;1.1;55.862;0.0084;0.1066;Ago25
78;Alimentos y bebidas;Harina trigo común 0000;Primor;Paquete 1 kg.;186;48;49;56;56.951;65;69;3.292187446;1;57.002;-0.0009;0.0578;Ago25
79;Alimentos y bebidas;Helado familiar;Conaprole;Envase 1lt.;450;229;232;290;290.562;325;365;16.11007787;14;287.009;0.0124;0.0554;Ago25
80;Alimentos y bebidas;Helado familiar;Crufi;Envase 1lt.;360;229.9;239;295;289.681;356;359;26.16926113;35;289.989;-0.0011;0.0903;Ago25
82;Limpieza del hogar;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;607;68;68;87;87.1;103;114;7.432468734;12;87.814;-0.0081;0.0853;Ago25
83;Limpieza del hogar;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;578;59;59;74;78.963;103;103;10.9597027;15;79.288;-0.0041;0.1388;Ago25
84;Limpieza del hogar;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;439;50;50;77;74.314;85;87;8.553684709;5;74.621;-0.0041;0.1151;Ago25
85;Alimentos y bebidas;Huevos colorados;El Jefe;Envase 1/2 docena;104;99;107;113;116.81;138;138;6.853054462;3;116.81;0;0.0587;Ago25
86;Alimentos y bebidas;Huevos colorados;Prodhin;Envase 1/2 docena;306;99;99;117;112.016;129;133;10.48794943;20;112.051;-0.0003;0.0936;Ago25
87;Alimentos y bebidas;Huevos colorados;Super huevo;Envase 1/2 docena;289;92;99;118;118.342;136;141;8.464861485;10;119.184;-0.0071;0.0715;Ago25
88;Cuidado personal;Jabón de tocador;Astral plata;Unidad 125 grs.;681;35;35;47;47.763;63;69;5.059893058;2;48.096;-0.0069;0.1059;Ago25
89;Cuidado personal;Jabón de tocador;Palmolive;Unidad 125 grs.;193;26;27;36;36.573;51;51;8.517321464;20.1;36.573;0;0.2329;Ago25
90;Cuidado personal;Jabón de tocador;Rexona;Unidad 125 grs.;316;36;39;56;56.429;70;72;8.77724106;19;56.994;-0.0099;0.1555;Ago25
91;Limpieza del hogar;Jabón en polvo máquina;Drive;Paquete 800 grs.;133;128.9;129;169;156.406;178.5;178.5;15.67061509;27;156.418;-0.0001;0.1002;Ago25
92;Limpieza del hogar;Jabón en polvo máquina;Nevex;Paquete 800 grs.;575;159;166;189.9;190.51;229.6;232;11.41435382;19;189.427;0.0057;0.0599;Ago25
93;Limpieza del hogar;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;536;122;124;151;151.223;175.5;183;9.602043906;13;150.98;0.0016;0.0635;Ago25
94;Limpieza del hogar;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;360;63;69;89;89.023;109;114;6.103280485;2;88.149;0.0099;0.0686;Ago25
95;Limpieza del hogar;Jabón para ropa en barra;Nevex;Unidad 200 grs.;322;44;51.9;59;60.763;72.2;73;4.370894793;4;58.38;0.0408;0.0719;Ago25
96;Limpieza del hogar;Jabón para ropa en barra;Primor;Unidad 200 grs.;488;29;34;37;38.552;49.9;52;4.381982459;5;38.307;0.0064;0.1137;Ago25
97;Alimentos y bebidas;Jamón cocido no artesanal;Cattivelli;1 kg.;31;600;600;760;746.419;870;870;56.97448317;50;745.868;0.0007;0.0763;Ago25
98;Alimentos y bebidas;Jamón cocido no artesanal;Ottonello;1 kg.;197;500;560;690;666.001;810;850;60.16354025;100;611.952;0.0883;0.0903;Ago25
100;Alimentos y bebidas;Leonesa;Ottonello;1 kg.;52;360;400;460;460.874;630;630;36.46408745;40;454.498;0.014;0.0791;Ago25
101;Alimentos y bebidas;Leonesa;Schneck;1 kg.;224;530;570;690;681.688;830;860;53.15901669;40;686.828;-0.0075;0.078;Ago25
102;Alimentos y bebidas;Manteca;Calcar;Envase 200 grs.;23;61;61;69;69.643;90;90;6.208103742;8;69.643;0;0.0891;Ago25
103;Alimentos y bebidas;Manteca;Conaprole sin sal;Envase 200 grs.;566;87;93;108;108.496;122;128;10.51126091;20;108.463;0.0003;0.0969;Ago25
104;Alimentos y bebidas;Manteca;Kasdorf;Envase 200 grs.;240;82;94;103;103.071;114;115;5.824755203;5.1;103.558;-0.0047;0.0565;Ago25
105;Alimentos y bebidas;Margarina;Doriana nueva;Envase 250 grs.;104;52;55;79.9;81.478;98;99;8.923000816;14.1;81.478;0;0.1095;Ago25
109;Alimentos y bebidas;Mayonesa común;Hellmans;Envase 500 grs.;409;105;109;135;129.982;189;198;15.57902528;24;132.335;-0.0178;0.1199;Ago25
110;Alimentos y bebidas;Mayonesa común;Uruguay;Envase 500 grs.;455;76;79;99.9;102.915;132;134;11.44839046;13.9;98.197;0.048;0.1112;Ago25
112;Alimentos y bebidas;Mermelada de durazno;El Hogar;Envase 500 grs.;116;69;69;81;82.782;135;135;14.42884986;20;82.782;0;0.1743;Ago25
113;Alimentos y bebidas;Mermelada de durazno;Los Nietitos;Envase 500 grs.;461;109;119;126;127.522;145;152;4.725532416;3;126.869;0.0051;0.0371;Ago25
114;Alimentos y bebidas;Nalga vacuna;Con Hueso - Sin Marca;1 kg.;28;239;349;517;459.643;549;549;63.6799632;118;459.643;0;0.1385;Ago25
115;Alimentos y bebidas;Nalga vacuna;Sin Hueso - Sin Marca;1 kg.;192;349;369;389;406.679;547;547;48.77580794;10;410.281;-0.0088;0.1199;Ago25
116;Alimentos y bebidas;Paleta vacuna;Con Hueso - Sin Marca;1 kg.;154;319;329;410;408.57;479;479;25.24681508;12;408.384;0.0005;0.0618;Ago25
117;Alimentos y bebidas;Paleta vacuna;Sin Hueso - Sin Marca;1 kg.;192;289;289;355;345.96;459;459;39.14892299;47;329.938;0.0486;0.1132;Ago25
118;Alimentos y bebidas;Pan de molde lacteado;Los Sorchantes;Paquete 330 grs.;398;99;99.9;129.9;128.286;159;167;12.29036402;19;123.758;0.0366;0.0958;Ago25
119;Alimentos y bebidas;Pan de molde lacteado;Bimbo;Paquete 330 grs.;274;104.9;110;131;133.71;157;162;10.00798471;11.9;133.33;0.0029;0.0748;Ago25
120;Alimentos y bebidas;Pan de molde lacteado;Pan Catalán;Paquete 330 grs.;79;65;65;76;77.305;95;95;3.825613348;3;77.305;0;0.0495;Ago25
121;Alimentos y bebidas;Pan flauta;Sin marca;Unidad aprox215 grs.;105;58;59;87;85.04;97;99;7.77897316;0;85.096;-0.0007;0.0915;Ago25
122;Cuidado personal;Papel higiénico hoja simple;Elite;4 rollos de 30 mts.;162;76;76;103;105.934;147;147;12.52545534;9;105.9;0.0003;0.1182;Ago25
123;Cuidado personal;Papel higiénico hoja simple;Higienol Export;4 rollos de 30 mts.;150;52;52;67;65.937;77;80;6.079839542;7;65.937;0;0.0922;Ago25
124;Cuidado personal;Papel higiénico hoja simple;Sin Fin;4 rollos de 50 mts.;421;105;108;135;134.682;165;165;12.4005393;13.9;128.37;0.0492;0.0921;Ago25
125;Cuidado personal;Pasta dental;Colgate Herbal Blanqueador;90 grs.;596;54;54.96;73.9;72.617;83;93;8.370932211;16;74.745;-0.0285;0.1153;Ago25
126;Cuidado personal;Pasta dental;Kolynos Triple acción;90 grs.;574;31;31.5;42;40.86;49.9;58.9;3.862061011;5;40.699;0.004;0.0945;Ago25
127;Cuidado personal;Pasta dental;Pico Jenner Plus;90 grs.;260;37;37;58;55.086;63;63;5.935869069;8;55.086;0;0.1078;Ago25
128;Alimentos y bebidas;Peceto vacuno;Sin Marca;1 kg.;214;349;379;432;442.244;539;549;50.22597415;90;445.705;-0.0078;0.1136;Ago25
129;Alimentos y bebidas;Pescado fresco;bifes de merluz - sin marca;1 kg.;109;329;329;329;350.113;509;509;47.08499816;0;350.193;-0.0002;0.1345;Ago25
130;Alimentos y bebidas;Pollo entero fresco con menudos;Avícola del Oeste;1 kg.;200;149;155;198;189.154;229;239;16.52981173;28.91;187.815;0.0071;0.0874;Ago25
132;Alimentos y bebidas;Pollo entero fresco con menudos;Tres Arroyos;1 kg.;28;159;159;205;197.169;239;239;21.82754409;10;191.143;0.0315;0.1107;Ago25
133;Alimentos y bebidas;Pulpa de tomate;Conaprole;Envase 1 lt.;589;76;79;100;98.563;110;121;6.246327403;5;95.712;0.0298;0.0634;Ago25
134;Alimentos y bebidas;Pulpa de tomate;De Ley;Envase 1,020 lt.;427;55;59;79.9;76.951;89;95;6.617816517;11;75.767;0.0156;0.086;Ago25
135;Alimentos y bebidas;Pulpa de tomate;Gourmet;Envase 1 lt.;431;72.9;75;89;91.854;117;130;11.25594497;21;91.614;0.0026;0.1225;Ago25
136;Alimentos y bebidas;Queso rallado;Artesano;Paquete 80 grs.;214;125;132;148.34;151.354;175;175;10.77523984;17;151.764;-0.0027;0.0712;Ago25
137;Alimentos y bebidas;Queso rallado;Conaprole;Paquete 80 grs.;452;94.9;95;123;118.149;144;150;11.06837108;17;117.845;0.0026;0.0937;Ago25
138;Alimentos y bebidas;Queso rallado;Milky;Paquete 80 grs.;210;87;108;114;114.764;130;140;5.50978054;10;114.729;0.0003;0.048;Ago25
139;Alimentos y bebidas;Rueda Vacuna;Con Hueso - Sin Marca;1 kg;21;389;389;492;470.571;549;549;39.20427345;44;470.571;0;0.0833;Ago25
140;Alimentos y bebidas;Sal fina yodada fluorada;Sek;Paquete 500 grs.;278;48;49;64;60.265;75;79;6.498892623;13;59.705;0.0094;0.1078;Ago25
141;Alimentos y bebidas;Sal fina yodada fluorada;Torrevieja;Paquete 500 grs.;84;46;46;59.9;58.074;75;75;5.779116378;0;61.338;-0.0532;0.0995;Ago25
142;Alimentos y bebidas;Sal fina yodada fluorada;Urusal;Paquete 500 grs.;274;45;46;58;56.218;71;71;4.871992196;7;56.283;-0.0012;0.0867;Ago25
143;Alimentos y bebidas;Té negro en saquitos;Hornimans;Caja 10 us.;421;39.9;40;52;50.015;63;63;4.896777413;8;49.725;0.0058;0.0979;Ago25
144;Alimentos y bebidas;Té negro en saquitos;La Virginia;Caja 10 us.;538;32;34;40;39.474;49;52;4.268732405;9;39.452;0.0006;0.1081;Ago25
145;Alimentos y bebidas;Té negro en saquitos;President;Caja 10 us.;358;48;59;75;74.713;90;94;4.47827896;5;74.452;0.0035;0.0599;Ago25
146;Alimentos y bebidas;Vino tinto común tetrabrick;Faisán;Envase 1 lt.;432;105;115;135;136.969;163;167;9.651618158;9.1;135.594;0.0101;0.0705;Ago25
147;Alimentos y bebidas;Vino tinto común tetrabrick;Santa Teresa Clásico;Envase 1 lt.;459;124;132;149;148.165;170;179;8.585772175;16;149.471;-0.0087;0.0579;Ago25
148;Alimentos y bebidas;Vino tinto común tetrabrick;Tango;Envase 1 lt.;142;98;105;109;109.471;116;117;3.626014205;8;109.471;0;0.0331;Ago25
149;Alimentos y bebidas;Yerba mate común;Baldo;Paquete1 kg.;628;171;185;193;194.075;249.1;249.1;8.081376955;4;194.072;0;0.0416;Ago25
150;Alimentos y bebidas;Yerba mate común;Canarias;Paquete1 kg.;610;176;184;195;198.854;269;269;17.57878049;2;198.228;0.0032;0.0884;Ago25
151;Alimentos y bebidas;Yerba mate común;Del Cebador;Paquete1 kg.;426;144.9;153.9;184;181.45;207;225;14.17300973;20;181.696;-0.0014;0.0781;Ago25
